	Language	L.4.1.B	Form and use the progressive (e.g., I was walking; I am walking; I will be walking) verb tenses.
	Language	L.4.1.C	Use modal auxiliaries (e.g., can, may, must) to convey various conditions.
	Language	L.4.1.D	Order adjectives within sentences according to conventional patterns (e.g., a small red bag rather than a red small bag).
	Language	L.4.1.E	Form and use prepositional phrases.
	Language	L.4.1.F	Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.*
	Language	L.4.1.G	Correctly use frequently confused words (e.g., to, too, two; there, their).*
	Language	L.4.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.4.2.A	Use correct capitalization.
	Language	L.4.2.B	Use commas and quotation marks to mark direct speech and quotations from a text.
	Language	L.4.2.C	Use a comma before a coordinating conjunction in a compound sentence.
	Language	L.4.2.D	Spell grade-appropriate words correctly, consulting references as neede
	Language	L.4.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.4.3.A	Choose words and phrases to convey ideas precisely.*
	Language	L.4.3.B	Choose punctuation for effect.*
	Language	L.4.3.C	Differentiate between contexts that call for formal English and situations where informal discourse is appropriate.
	Language	L.4.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.
	Language	L.4.4.A	Use context as a clue to the meaning of a word or phrase.
	Language	L.4.4.B	Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word.
	Language	L.4.4.C	Consult reference materials, both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.
	Language	L.4.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.4.5.A	Explain the meaning of simple similes and metaphors in context.
	Language	L.4.5.B	Recognize and explain the meaning of common idioms, adages, and proverbs.
	Language	L.4.5.C	Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).
	Language	L.4.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).
	Language	L.5.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.5.1.A	Explain the function of conjunctions, prepositions, and interjections in general and their function in particular sentences.
	Language	L.5.1.B	Form and use the perfect (e.g., I had walked; I have walked; I will have walked) verb tenses.
	Language	L.5.1.C	Use verb tense to convey various times, sequences, states, and conditions.
	Language	L.5.1.D	Recognize and correct inappropriate shifts in verb tense.*
	Language	L.5.1.E	Use correlative conjunctions (e.g., either/or, neither/nor).
	Language	L.5.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.5.2.A	Use punctuation to separate items in a series.*
	Language	L.5.2.B	Use a comma to separate an introductory element from the rest of the sentence.
	Language	L.5.2.C	Use a comma to set off the words yes and no, to set off a tag question from the rest of the sentence, and to indicate direct address.
	Language	L.5.2.D	Use underlining, quotation marks, or italics to indicate titles of works.
	Language	L.5.2.E	Spell grade-appropriate words correctly, consulting references as neede
	Language	L.5.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.5.3.A	Expand, combine, and reduce sentences for meaning, reader/listener interest, and style.
	Language	L.5.3.B	Compare and contrast the varieties of English used in stories, dramas, or poems.
	Language	L.5.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.
	Language	L.5.4.A	Use context as a clue to the meaning of a word or phrase.
	Language	L.5.4.B	Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., photograph, photosynthesis).
	Language	L.5.4.C	Consult reference materials, both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.
	Language	L.5.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.5.5.A	Interpret figurative language, including similes and metaphors, in context.
	Language	L.5.5.B	Recognize and explain the meaning of common idioms, adages, and proverbs.
	Language	L.5.5.C	Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words.
	Language	L.5.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).
	Language	L.6.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.6.1.A	Ensure that pronouns are in the proper case (subjective, objective, possessive).
	Language	L.6.1.B	Use intensive pronouns (e.g., myself, ourselves).
	Language	L.6.1.C	Recognize and correct inappropriate shifts in pronoun number and person.*
	Language	L.6.1.D	Recognize and correct vague pronouns (e., ones with unclear or ambiguous antecedents).*
	Language	L.6.1.E	Recognize variations from standard English in their own and others’ writing and speaking, and identify and use strategies to improve expression in conventional language.*
	Language	L.6.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.6.2.A	Use punctuation (commas, parentheses, dashes) to set off nonrestrictive/parenthetical elements.*
	Language	L.6.2.B	Spell correctly.
	Language	L.6.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.6.3.A	Vary sentence patterns for meaning, reader/ listener interest, and style.*
	Language	L.6.3.B	Maintain consistency in style and tone.*
	Language	L.6.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies.
	Language	L.6.4.A	Use context as a clue to the meaning of a word or phrase.
	Language	L.6.4.B	Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word.
	Language	L.6.4.C	Consult reference materials, both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.
	Language	L.6.4.D	Verify the preliminary determination of the meaning of a word or phrase.
	Language	L.6.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.6.5.A	Interpret figures of speech in context.
	Language	L.6.5.B	Use the relationship between particular words to better understand each of the words.
	Language	L.6.5.C	Distinguish among the connotations (associations) of words with similar denotations (definitions).
	Language	L.6.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
	Language	L.7.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.7.1.A	Explain the function of phrases and clauses in general and their function in specific sentences.
	Language	L.7.1.B	Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas.
	Language	L.7.1.C	Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*
	Language	L.7.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.7.2.A	Use a comma to separate coordinate adjectives.
	Language	L.7.2.B	Spell correctly.
	Language	L.7.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.7.3.A	Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*
	Language	L.7.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies.
	Language	L.7.4.A	Use context as a clue to the meaning of a word or phrase.
	Language	L.7.4.B	Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word.
	Language	L.7.4.C	Consult general and specialized reference materials, both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech.
	Language	L.7.4.D	Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).
	Language	L.7.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.7.5.A	Interpret figures of speech in context.
	Language	L.7.5.B	Use the relationship between particular words to better understand each of the words.
	Language	L.7.5.C	Distinguish among the connotations (associations) of words with similar denotations (definitions).
	Language	L.7.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
	Language	L.8.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.8.1.A	Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences.
	Language	L.8.1.B	Form and use verbs in the active and passive voice.
	Language	L.8.1.C	Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive moo
	Language	L.8.1.D	Recognize and correct inappropriate shifts in verb voice and mood.
	Language	L.8.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.8.2.A	Use punctuation (comma, ellipsis, dash) to indicate a pause or break.
	Language	L.8.2.B	Use an ellipsis to indicate an omission.
	Language	L.8.2.C	Spell correctly.
	Language	L.8.3	Use knowledge of language and its conventions when writing, speaking, reading, or listening.
	Language	L.8.3.A	Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects.
	Language	L.8.4	Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies.
	Language	L.8.4.A	Use contextas a clue to the meaning of a word or phrase.
	Language	L.8.4.B	Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word.
	Language	L.8.4.C	Consult general and specialized reference materials, both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speec
	Language	L.8.4.D	Verify the preliminary determination of the meaning of a word or phrase.
	Language	L.8.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.8.5.A	Interpret figures of speech in context.
	Language	L.8.5.B	Use the relationship between particular words to better understand each of the words.
	Language	L.8.5.C	Distinguish among the connotations (associations) of words with similar denotations (definitions).
	Language	L.8.6	Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
	Language	L.9.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.9.1.A	Use parallel structure.
	Language	L.9.1.B	Use various types of phrases and clauses to convey specific meanings and add variety and interest to writing or presentations.
	Language	L.9.2	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.9.2.A	Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
	Language	L.9.2.B	Use a colon to introduce a list or quotation.
	Language	L.9.2.C	Spell correctly.
	Language	L.9.3	Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.
	Language	L.9.3.A	Write and edit work so that it conforms to the guidelines in a style manual appropriate for the discipline and writing type.
	Language	L.9.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9–10 reading and content, choosing flexibly from a range of strategies.
	Language	L.9.4.A	Use context as a clue to the meaning of a word or phrase.
	Language	L.9.4.B	Identify and correctly use patterns of word changes that indicate different meanings or parts of speech.
	Language	L.9.4.C	Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology.
	Language	L.9.4.D	Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).
	Language	L.9.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.9.5.A	Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text.
	Language	L.9.5.B	Analyze nuances in the meaning of words with similar denotations.
	Language	L.9.6	Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.
	Language	L.11.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
	Language	L.11.1.A	Apply the understanding that usage is a matter of convention, can change over time, and is sometimes conteste
	Language	L.11.1.B	Resolve issues of complex or contested usage, consulting references (e.g.,
	Language	L.11.2	Merriam-Webster’s Dictionary of English Usage, Garner’s Modern American Usage) as neede
	Language	L.11.2.A	Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.
	Language	L.11.2.B	Observe hyphenation conventions. Spell correctly.
	Language	L.11.3	Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening.
	Language	L.11.3.A	Vary syntax for effect, consulting references for guidance as needed; apply an understanding of syntax to the study of complex texts when reading.
	Language	L.11.4	Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11–12 reading and content, choosing flexibly from a range of strategies.
	Language	L.11.4.A	Use context as a clue to the meaning of a word or phrase.
	Language	L.11.4.B	Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable).
	Language	L.11.4.C	Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage.
	Language	L.11.4.D	Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary).
	Language	L.11.5	Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.
	Language	L.11.5.A	Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text.
	Language	L.11.5.B	Analyze nuances in the meaning of words with similar denotations.
	Language	L.11.6	Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression.
	Literature	RL.K.1	With prompting and support, ask and answer questions about key details in a text.
	Literature	RL.K.2	With prompting and support, retell familiar stories, including key details.
	Literature	RL.K.3	With prompting and support, identify characters, settings, and major events in a story.
	Literature	RL.K.4	Ask and answer questions about unknown words in a text.
	Literature	RL.K.5	Recognize common types of texts (e.g., storybooks, poems).
	Literature	RL.K.6	With prompting and support, name the author and illustrator of a story and define the role of each in telling the story.
	Literature	RL.K.7	With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).
	Literature	RL.K.9	With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.
	Literature	RL.K.10	Actively engage in group reading activities with purpose and understanding.
	Literature	RL.1.1	Ask and answer questions about key details in a text.
	Literature	RL.1.2	Retell stories, including key details, and demonstrate understanding of their central message or lesson.
	Literature	RL.1.3	Describe characters, settings, and major events in a story, using key details.
	Literature	RL.1.4	Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.
	Literature	RL.1.5	Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.
	Literature	RL.1.6	Identify who is telling the story at various points in a text.
	Literature	RL.1.7	Use illustrations and details in a story to describe its characters, setting, or events.
	Literature	RL.1.9	Compare and contrast the adventures and experiences of characters in stories.
	Literature	RL.1.10	With prompting and support, read prose and poetry of appropriate complexity for grade.
	Literature	RL.2.1	Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.
	Literature	RL.2.2	Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.
	Literature	RL.2.3	Describe how characters in a story respond to major events and challenges.
	Literature	RL.2.4	Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.
	Literature	RL.2.5	Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.
	Literature	RL.2.6	Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.
	Literature	RL.2.7	Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.
	Literature	RL.2.9	Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.
	Literature	RL.2.10	By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Literature	RL.3.1	Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.
	Literature	RL.3.2	Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.
	Literature	RL.3.3	Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events.
	Literature	RL.3.4	Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.
	Literature	RL.3.5	Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.
	Literature	RL.3.6	Distinguish their own point of view from that of the narrator or those of the characters.
	Literature	RL.3.7	Explain how specific aspects of a text’s illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting).
	Literature	RL.3.9	Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series).
	Literature	RL.3.10	By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2–3 text complexity band independently and proficiently.
	Literature	RL.4.1	Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.
	Literature	RL.4.2	Determine a theme of a story, drama, or poem from details in the text; summarize the text.
	Literature	RL.4.3	Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character’s thoughts, words, or actions).
	Literature	RL.4.4	Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).
	Literature	RL.4.5	Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.
	Literature	RL.4.6	Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.
	Literature	RL.4.7	Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.
	Literature	RL.4.9	Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.
	Literature	RL.4.10	By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Literature	RL.5.1	Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.
	Literature	RL.5.2	Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.
	Literature	RL.5.3	Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).
	Literature	RL.5.4	Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.
	Literature	RL.5.5	Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.
	Literature	RL.5.6	Describe how a narrator’s or speaker’s point of view influences how events are describe
	Literature	RL.5.7	Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).
	Literature	RL.5.9	Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.
	Literature	RL.5.10	By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4–5 text complexity band independently and proficiently
	Literature	RL.6.1	Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
	Literature	RL.6.2	Determine a theme or central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.
	Literature	RL.6.3	Describe how a particular story’s or drama’s plot unfolds in a series of episodes as well as how the characters respond or change as the plot moves toward a resolution.
	Literature	RL.6.4	Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of a specific word choice on meaning and tone.
	Literature	RL.6.5	Analyze how a particular sentence, chapter, scene, or stanza fits into the overall structure of a text and contributes to the development of the theme, setting, or plot.
	Literature	RL.6.6	Explain how an author develops the point of view of the narrator or speaker in a text.
	Literature	RL.6.7	Compare and contrast the experience of reading a story, drama, or poem to listening to or viewing an audio, video, or live version of the text, including contrasting what they “see” and “hear” when reading the text to what they perceive when they listen or watc
	Literature	RL.6.9	Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.
	Literature	RL.6.10	By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Literature	RL.7.1	Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
	Literature	RL.7.2	Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.
	Literature	RL.7.3	Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot).
	Literature	RL.7.4	Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or dram
	Literature	RL.7.5	Analyze how a drama’s or poem’s form or structure (e.g., soliloquy, sonnet) contributes to its meaning.
	Literature	RL.7.6	Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.
	Literature	RL.7.7	Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film).
	Literature	RL.7.9	Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history.
	Literature	RL.7.10	By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.
	Literature	RL.8.1	Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.
	Literature	RL.8.2	Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text.
	Literature	RL.8.3	Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision.
	Literature	RL.8.4	Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.
	Literature	RL.8.5	Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.
	Literature	RL.8.6	Analyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor.
	Literature	RL.8.7	Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors.
	Literature	RL.8.9	Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.
	Literature	RL.8.10	By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6–8 text complexity band independently and proficiently.
	Literature	RL.9.1	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.
	Literature	RL.9.2	Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.
	Literature	RL.9.3	Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme.
	Literature	RL.9.4	Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone).
	Literature	RL.9.5	Analyze how an author’s choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise.
	Literature	RL.9.6	Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.
	Literature	RL.9.7	Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden’s “Musée des Beaux Arts” and Breughel’s Landscape with the Fall of Icarus).
	Literature	RL.9.9	Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare).
	Literature	RL.9.10	By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range.By the end of grade 10, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 9–10 text complexity band independently and proficiently.
	Literature	RL.10.10	By the end of grade 10, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 9–10 text complexity band independently and proficiently.
	Literature	RL.11.1	Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.
	Literature	RL.11.2	Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text.
	Literature	RL.11.3	Analyze the impact of the author’s choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters are introduced and developed).
	Literature	RL.11.4	Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.)
	Literature	RL.11.5	Analyze how an author’s choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact.
	Literature	RL.11.6	Analyze a case in which grasping point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement).
	Literature	RL.11.7	Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)
	Literature	RL.11.9	Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics.
	Literature	RL.11.10	By the end of grade 11, read and comprehend literature, including stories, dramas, and poems, in the grades 11–CCR text complexity band proficiently, with scaffolding as needed at the high end of the range.By the end of grade 12, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 11–CCR text complexity band independently and proficiently.
	Literature	RL.12.10	By the end of grade 12, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 11–CCR text complexity band independently and proficiently.
	Speaking and Listening	SL.K.1	Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.
	Speaking and Listening	SL.K.1.A	Follow agreed-upon rules for discussions (e.g., listening to others and taking turns speaking about the topics and texts under discussion).
	Speaking and Listening	SL.K.1.B	Continue a conversation through multiple exchanges.
	Speaking and Listening	SL.K.2	Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understoo
	Speaking and Listening	SL.K.3	Ask and answer questions in order to seek help, get information, or clarify something that is not understoo
	Speaking and Listening	SL.K.4	Describe familiar people, places, things, and events and, with prompting and support, provide additional detail.
	Speaking and Listening	SL.K.5	Add drawings or other visual displays to descriptions as desired to provide additional detail.
	Speaking and Listening	SL.K.6	Speak audibly and express thoughts, feelings, and ideas clearly.
	Speaking and Listening	SL.1.1	Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.
	Speaking and Listening	SL.1.1.A	Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).
	Speaking and Listening	SL.1.1.B	Build on others’ talk in conversations by responding to the comments of others through multiple exchanges.
	Speaking and Listening	SL.1.1.C	Ask questions to clear up any confusion about the topics and texts under discussion.
	Speaking and Listening	SL.1.2	Ask and answer questions about key details in a text read aloud or information presented orally or through other medi
	Speaking and Listening	SL.1.3	Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understoo
	Speaking and Listening	SL.1.4	Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.
	Speaking and Listening	SL.1.5	Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.
	Speaking and Listening	SL.1.6	Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 on page 26 for specific expectations.)
	Speaking and Listening	SL.2.1	Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.
	Speaking and Listening	SL.2.1.A	Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).
	Speaking and Listening	SL.2.1.B	Build on others’ talk in conversations by linking their comments to the remarks of others.
	Speaking and Listening	SL.2.1.C	Ask for clarification and further explanation as needed about the topics and texts under discussion.
